Id,Precinct,For,Against,Totals,TabName,CountyOBJECTID,Cnty_Name,Cnty_No,CountyFIPS
1408,Dewey,46,65,111,Stanton,84,Stanton,84,167
1409,Dimick,31,35,66,Stanton,84,Stanton,84,167
1410,Elkhorn,62,79,141,Stanton,84,Stanton,84,167
1411,Haymow,20,38,58,Stanton,84,Stanton,84,167
1412,Kingsburg,25,29,54,Stanton,84,Stanton,84,167
1413,Maple Creek,52,35,87,Stanton,84,Stanton,84,167
1414,Pilger,110,122,232,Stanton,84,Stanton,84,167
1415,Ramshorn,45,45,90,Stanton,84,Stanton,84,167
1416,Spring Branch,468,399,867,Stanton,84,Stanton,84,167
1417,Spr Br2,127,115,242,Stanton,84,Stanton,84,167
1418,Stanton A,200,171,371,Stanton,84,Stanton,84,167
1419,Stanton B,240,183,423,Stanton,84,Stanton,84,167
1420,Stanton C,26,24,50,Stanton,84,Stanton,84,167
1421,Union Creek,24,29,53,Stanton,84,Stanton,84,167
1422,Alex/Gilead,99,105,204,Thayer,85,Thayer,85,169
1423,Bruning/Belvidere,161,149,310,Thayer,85,Thayer,85,169
1424,Chester/Byron/Hubbell,180,203,383,Thayer,85,Thayer,85,169
1425,Davenport/Carleton,177,188,365,Thayer,85,Thayer,85,169
1426,Deshler,257,201,458,Thayer,85,Thayer,85,169
1427,Hebron North,272,206,478,Thayer,85,Thayer,85,169
1428,Hebron South,253,206,459,Thayer,85,Thayer,85,169
1429,Thomas,177,197,374,Thomas,86,Thomas,86,171
1430,Anderson/Blackbird,128,87,215,Thurston,87,Thurston,87,173
1431,Bryan,25,22,47,Thurston,87,Thurston,87,173
1432,Dawes,74,57,131,Thurston,87,Thurston,87,173
1433,Flournoy/Merry,73,88,161,Thurston,87,Thurston,87,173
1434,Omaha,153,130,283,Thurston,87,Thurston,87,173
1435,Pender,336,243,579,Thurston,87,Thurston,87,173
1436,Perry,51,57,108,Thurston,87,Thurston,87,173
1437,Thayer,33,28,61,Thurston,87,Thurston,87,173
1438,Winnebago,333,145,478,Thurston,87,Thurston,87,173
1439,Precinct 1,137,164,301,Valley,88,Valley,88,175
1440,Precinct 2,160,127,287,Valley,88,Valley,88,175
1441,Precinct 3,178,149,327,Valley,88,Valley,88,175
1442,Precinct 4,183,160,343,Valley,88,Valley,88,175
1443,Precinct 5,144,135,279,Valley,88,Valley,88,175
1444,Precinct 6,139,117,256,Valley,88,Valley,88,175
1445,Precinct 7,144,146,290,Valley,88,Valley,88,175
1446,Ft Calhoun East,542,241,783,Washington,89,Washington,89,177
1447,Ft Calhoun West,697,362,1059,Washington,89,Washington,89,177
1448,Kennard,496,309,805,Washington,89,Washington,89,177
1449,Lakeland,917,502,1419,Washington,89,Washington,89,177
1450,Skyline,491,259,750,Washington,89,Washington,89,177
1451,Central,499,275,774,Washington,89,Washington,89,177
1452,Dana,533,281,814,Washington,89,Washington,89,177
1453,Washington,290,175,465,Washington,89,Washington,89,177
1454,Herman,237,157,394,Washington,89,Washington,89,177
1455,Cuming City,293,183,476,Washington,89,Washington,89,177
1456,Desoto,393,215,608,Washington,89,Washington,89,177
1457,Fontanelle,370,251,621,Washington,89,Washington,89,177
1458,Arlington,634,341,975,Washington,89,Washington,89,177
1459,Arbor,477,185,662,Washington,89,Washington,89,177
1460,Northview,605,246,851,Washington,89,Washington,89,177
1461,Hoskins/Garfield,197,229,426,Wayne,90,Wayne,90,179
1462,Chapin/Hancock/Winside,218,197,415,Wayne,90,Wayne,90,179
1463,Deer Creek/Sherman,106,143,249,Wayne,90,Wayne,90,179
1464,Brenna/Plum Creek/Hunter,171,170,341,Wayne,90,Wayne,90,179
1465,Strahan/Wilbur,115,165,280,Wayne,90,Wayne,90,179
1466,Logan/Leslie,153,118,271,Wayne,90,Wayne,90,179
1467,First Ward,305,156,461,Wayne,90,Wayne,90,179
1468,Second Ward,245,123,368,Wayne,90,Wayne,90,179
1469,Third Ward,307,128,435,Wayne,90,Wayne,90,179
1470,Fourth Ward,408,216,624,Wayne,90,Wayne,90,179
1471,(Countywide) Cuming PPD,0,0,0,Wayne,90,Wayne,90,179
1472,(Countywide) Stanton County PPD,0,0,0,Wayne,90,Wayne,90,179
1473,Bladen,126,99,225,Webster,91,Webster,91,181
1474,Blue Hill,271,261,532,Webster,91,Webster,91,181
1475,Guide Rock,107,125,232,Webster,91,Webster,91,181
1476,Red Cloud 1st,158,127,285,Webster,91,Webster,91,181
1477,Red Cloud 2nd,221,199,420,Webster,91,Webster,91,181
1478,Bartlett,137,153,290,Wheeler,92,Wheeler,92,183
1479,Ericson,54,88,142,Wheeler,92,Wheeler,92,183
1480,Stewart-Thayer,167,147,314,York,93,York,93,185
1481,New York-Waco-Beaver-West Blue,311,234,545,York,93,York,93,185
1482,Hays-McFadden,221,205,426,York,93,York,93,185
1483,LeRoy-Baker,154,132,286,York,93,York,93,185
1484,MABL,330,261,591,York,93,York,93,185
1485,Brown-Henderson,443,351,794,York,93,York,93,185
1486,Ward 1,331,186,517,York,93,York,93,185
1487,Ward 2A,305,230,535,York,93,York,93,185
1488,Ward 2B,301,199,500,York,93,York,93,185
1489,Ward 3,283,153,436,York,93,York,93,185
1490,Ward 4A,460,267,727,York,93,York,93,185
1491,Ward 4B,407,208,615,York,93,York,93,185
